id,name,border
Tendrils of Corruption,201812,m
Mutilate,201819,m
Rise from the Grave,201800,m
Corrupt,201821,m
Healing Salve,197011,m
Angelsong,197014,m
Dark Ritual,197019,m
Duress,197004,m
Cruel Edict,196993,m
Demonic Tutor,193867,m
Dark Banishing,197023,m
Barter in Blood,197025,m
Promise of Power,197026,m
Corrupt,197033,m
Consume Spirit,196992,m
Ancestral Vision,393818,c
Daze,393826,c
Counterspell,393825,c
Repulse,393867,c
Fact or Fiction,393829,c
Gush,393842,c
Condescend,393823,c
Firebolt,393833,c
Incinerate,393844,c
Magma Jet,393853,c
Flame Javelin,393835,c
Cone of Flame,393824,c
Fireblast,393832,c
Fireball,393831,c
Demonfire,393827,c
Giant Growth,393898,c
Nature's Lore,393910,c
Invigorate,393904,c
Harmonize,393899,c
Rude Awakening,393919,c
Beast Attack,393881,c
Overrun,393911,c
Windstorm,393939,c
Sign in Blood,393921,c
Vicious Hunger,393935,c
Ichor Slick,393902,c
Hideous End,393900,c
Snuff Out,393924,c
Tendrils of Corruption,393930,c
Mutilate,393909,c
Rise from the Grave,393918,c
Corrupt,393883,c
Giant Growth,393959,c
Harmonize,393966,c
Wildsize,393997,c
Spitting Earth,393988,c
Healing Salve,394031,c
Angelsong,394011,c
Dark Ritual,394022,c
Duress,394026,c
Cruel Edict,394019,c
Demonic Tutor,394025,c
Dark Banishing,394021,c
Barter in Blood,394013,c
Promise of Power,394045,c
Corrupt,394018,c
Consume Spirit,394017,c
Ancestral Vision,189244,m
Daze,189255,m
Counterspell,185820,m
Repulse,189257,m
Fact or Fiction,185819,m
Gush,189258,m
Condescend,189237,m
Firebolt,189236,m
Incinerate,185818,m
Magma Jet,189238,m
Flame Javelin,189220,m
Cone of Flame,189225,m
Fireblast,189239,m
Fireball,189231,m
Demonfire,189229,m
Council's Judgment,382239,m
Rousing of Souls,382348,m
Plea for Power,382329,m
Split Decision,382371,m
Bite of the Black Rose,382219,m
Reign of the Pit,382343,m
Tyrant's Choice,382391,m
Grenzo's Rebuttal,382278,m
Predator's Howl,382333,m
Selvala's Charge,382358,m
Extract from Darkness,382264,m
Kor Chant,382294,m
Moment of Heroism,382311,m
Rout,382349,m
Stave Off,382376,m
Swords to Plowshares,382380,m
Valor Made Real,382396,m
Aether Tradewinds,382208,m
Brainstorm,382224,m
Breakthrough,382225,m
Compulsive Research,382236,m
Dream Fracture,382255,m
Fact or Fiction,382265,m
Misdirection,382310,m
Stifle,382377,m
Turn the Tide,382388,m
Altar's Reap,382213,m
Assassinate,382215,m
Ill-Gotten Gains,382288,m
Reckless Spite,382341,m
Skeletal Scrying,382364,m
Smallpox,382367,m
Stronghold Discipline,382378,m
Syphon Soul,382381,m
Tragic Slip,382384,m
Victimize,382400,m
Brimstone Volley,382226,m
Mana Geyser,382302,m
Orcish Cannonade,382319,m
Trumpet Blast,382387,m
Volcanic Fallout,382401,m
Wrap in Flames,382412,m
Echoing Courage,382256,m
Hunger of the Howlpack,382285,m
Lead the Stampede,382295,m
Nature's Claim,382316,m
Plummet,382330,m
Provoke,382336,m
Relic Crush,382345,m
Respite,382346,m
Wrap in Vigor,382413,m
Decimate,382250,m
Mortify,382313,m
Spontaneous Combustion,382372,m
Expropriate,416787,c
Illusion of Choice,416788,c
Capital Punishment,416797,c
Regicide,416802,c
Besmirch,416806,c
Garbage Fire,416809,c
Subterranean Tremors,416815,c
Selvala's Stampede,416828,c
Disenchant,416839,c
Faith's Reward,416841,c
Gleam of Resistance,416844,c
Gods Willing,416845,c
Hail of Arrows,416847,c
Hallowed Burial,416848,c
Kill Shot,416851,c
Raise the Alarm,416853,c
Reviving Dose,416854,c
Windborne Charge,416857,c
Zealous Strike,416858,c
Covenant of Minds,416862,c
Desertion,416864,c
Dismiss,416865,c
Divination,416866,c
Fleeting Distraction,416867,c
Into the Void,416869,c
Negate,416874,c
Repulse,416876,c
Serum Visions,416877,c
Show and Tell,416878,c
Traumatic Visions,416880,c
Absorb Vis,416883,c
Altar's Reap,416884,c
Death Wind,416888,c
Diabolic Tutor,416889,c
Festergloom,416892,c
Infest,416896,c
Inquisition of Kozilek,416897,c
Murder,416900,c
Public Execution,416902,c
Raise Dead,416903,c
Unnerve,416907,c
Burn Away,416908,c
Burning Wish,416909,c
Coordinated Assault,416911,c
Fiery Fall,416913,c
Flame Slash,416914,c
Hurly-Burly,416922,c
Sulfurous Blast,416927,c
Tormenting Voice,416928,c
Trumpet Blast,416929,c
Twin Bolt,416930,c
Beast Within,416931,c
Berserk,416932,c
Explosive Vegetation,416937,c
Fade into Antiquity,416938,c
Irresistible Prey,416940,c
Lace with Moonglove,416941,c
Lay of the Land,416942,c
Overrun,416946,c
Plummet,416947,c
Prey Upon,416948,c
Strength in Numbers,416950,c
Sylvan Bounty,416951,c
Afterlife,247330,m
Akroma's Vengeance,247343,m
Alliance of Arms,228218,m
Austere Command,247297,m
Bathe in Light,247370,m
Congregate,247526,m
Hour of Reckoning,247383,m
Oblation,247350,m
Orim's Thunder,247161,m
Path to Exile,247180,m
Pollen Lullaby,247303,m
Return to Dust,247517,m
Storm Herd,247287,m
Brainstorm,247331,m
Fact or Fiction,247186,m
Flusterstorm,228255,m
Minds Aglow,241853,m
Perilous Research,247183,m
Ray of Command,247329,m
Reins of Power,247413,m
Repulse,247187,m
Scattering Stroke,247304,m
Skyscribing,247197,m
Spell Crumple,237005,m
Trade Secrets,247356,m
Vision Skeins,247198,m
Whirlpool Whelm,247311,m
Windfall,247532,m
Buried Alive,247342,m
Diabolic Tutor,247321,m
Doom Blade,247322,m
Evincar's Justice,247415,m
Footbottom Feast,247300,m
Hex,247382,m
Living Death,247416,m
Rise from the Grave,247325,m
Shared Trauma,228259,m
Sign in Blood,247327,m
Stitch Together,247292,m
Syphon Flesh,233218,m
Syphon Mind,247355,m
Unnerve,247531,m
Breath of Darigaaz,247185,m
Chain Reaction,247538,m
Chaos Warp,236466,m
Cleansing Beam,247375,m
Comet Storm,247539,m
Death by Dragons,229988,m
Disaster Radius,247394,m
Earthquake,247315,m
Insurrection,247347,m
Lash Out,247301,m
Punishing Fire,247550,m
Ruination,247414,m
Sulfurous Blast,247518,m
Wild Ricochet,247312,m
Bestial Menace,247535,m
Collective Voyage,241854,m
Cultivate,247320,m
Explosive Vegetation,247345,m
Harmonize,247360,m
Hunting Pack,247405,m
Invigorate,247332,m
Relic Crush,247551,m
Tribute to the Wild,236998,m
Call the Skybreaker,247202,m
Colossal Might,247164,m
Death Mutation,247158,m
Electrolyze,247276,m
Fire,247159,m
Ice,247159,m
Firespout,247407,m
Hull Breach,247369,m
Master Warcraft,247384,m
Mortify,247282,m
Prophetic Bolt,247162,m
Savage Twister,247286,m
Terminate,247166,m
Vengeful Rebirth,247168,m
Wrecking Ball,247199,m
Akroma's Vengeance,430221,c
Bathe in Light,430225,c
Congregate,430226,c
Kirtar's Wrath,430233,c
Orim's Thunder,430237,c
Path to Exile,430238,c
Return to Dust,430239,c
Tempt with Glory,430245,c
Unexpectedly Absent,430246,c
Arcane Denial,430249,c
Blue Sun's Zenith,430251,c
"Borrowing 100,000 Arrows",430252,c
Wash Out,430262,c
Altar's Reap,430264,c
Ambition's Cost,430265,c
Barter in Blood,430267,c
Diabolic Tutor,430273,c
Dread Summons,430275,c
Evincar's Justice,430277,c
Rise from the Grave,430284,c
Sever the Bloodline,430286,c
Syphon Flesh,430288,c
Syphon Mind,430289,c
Victimize,430291,c
Wretched Confluence,430293,c
Cleansing Beam,430297,c
Comet Storm,430298,c
Death by Dragons,430299,c
Earthquake,430301,c
Sulfurous Blast,430307,c
Collective Unconscious,430316,c
Desert Twister,430319,c
Fresh Meat,430329,c
Grim Flowering,430333,c
Harrow,430334,c
Krosan Grip,430342,c
Mulch,430347,c
Overrun,430349,c
Overwhelming Stampede,430350,c
Praetor's Counsel,430353,c
Primal Growth,430356,c
Restore,430360,c
Spider Spawning,430368,c
Sylvan Offering,430369,c
Tribute to the Wild,430379,c
Wave of Vitriol,430384,c
Whirlwind,430386,c
Aethermage's Touch,430391,c
Golgari Charm,430396,c
Grisly Salvage,430397,c
Mortify,430406,c
Putrefy,430408,c
Selesnya Charm,430411,c
Terminate,430414,c
Wrecking Ball,430417,c
Master Warcraft,430421,c
Chaos Warp,338441,m
Decree of Pain,338453,m
Desertion,338454,m
Fortunate Few,433245,c
Teferi's Protection,433249,c
Kindred Dominance,433259,c
New Blood,433260,c
Disrupt Decorum,433266,c
Kindred Charge,433268,c
Kindred Summons,433273,c
Traverse the Outlands,433275,c
Fractured Identity,433278,c
Condemn,432990,c
Divine Reckoning,432991,c
Fell the Mighty,432992,c
Return to Dust,433002,c
Rout,433003,c
Swords to Plowshares,433008,c
White Sun's Zenith,433010,c
Wing Shards,433011,c
Clone Legion,433016,c
Into the Roil,433018,c
Opportunity,433021,c
Polymorphist's Jest,433022,c
Reality Shift,433023,c
Spelltwine,433026,c
Ambition's Cost,433027,c
Blood Tribute,433032,c
Consuming Vapors,433037,c
Crux of Fate,433039,c
Damnable Pact,433040,c
Decree of Pain,433043,c
Go for the Throat,433046,c
Necromantic Selection,433049,c
Painful Truths,433050,c
Read the Bones,433054,c
Skeletal Scrying,433057,c
Syphon Mind,433059,c
Chaos Warp,433063,c
Comet Storm,433064,c
Earthquake,433069,c
Crushing Vines,433078,c
Cultivate,433079,c
Farseek,433081,c
Harmonize,433083,c
Hunter's Prowess,433084,c
Nissa's Pilgrimage,433087,c
Rain of Thorns,433088,c
Relic Crush,433089,c
Soul's Majesty,433090,c
Cauldron Dance,433098,c
Crackling Doom,433099,c
Crosis's Charm,433101,c
Memory Plunder,433110,c
Merciless Eviction,433111,c
Mortify,433114,c
Rakdos Charm,433122,c
Silumgar's Command,433127,c
Terminate,433131,c
Entrapment Maneuver,420619,c
Sublime Exhalation,420622,c
Coastal Breach,420623,c
Grip of Phyresis,420626,c
Manifold Insights,420627,c
Cruel Entertainment,420628,c
Curtains' Call,420630,c
Parting Thoughts,420632,c
Divergent Transformations,420634,c
Benefactor's Draught,420638,c
Seeds of Renewal,420641,c
Ancient Excavation,420644,c
Grave Upheaval,420648,c
Migratory Route,420655,c
Sylvan Reclamation,420661,c
Treacherous Terrain,420664,c
Oblation,420688,c
Open the Vaults,420689,c
Phyrexian Rebirth,420690,c
Reverse the Sands,420692,c
Swords to Plowshares,420695,c
Wave of Reckoning,420696,c
Arcane Denial,420700,c
Chain of Vapor,420701,c
Devastation Tide,420704,c
Disdainful Stroke,420705,c
Evacuation,420708,c
Minds Aglow,420710,c
Read the Runes,420712,c
Reins of Power,420713,c
Spelltwine,420714,c
Swan Song,420715,c
Tezzeret's Gambit,420716,c
Treasure Cruise,420718,c
Windfall,420721,c
Army of the Damned,420722,c
Beacon of Unrest,420724,c
Ghastly Conscription,420728,c
In Garruk's Wake,420730,c
Languish,420731,c
Blasphemous Act,420737,c
Chaos Warp,420739,c
Grab the Reins,420743,c
Past in Flames,420748,c
Reforge the Soul,420749,c
Trash for Treasure,420753,c
Volcanic Vision,420754,c
Wheel of Fate,420755,c
Whims of the Fates,420756,c
Whipflare,420757,c
Beast Within,420758,c
Collective Voyage,420762,c
Cultivate,420763,c
Far Wanderings,420765,c
Farseek,420766,c
Inspiring Call,420770,c
Rampant Growth,420778,c
Shamanic Revelation,420784,c
Solidarity of Heroes,420785,c
Tempt with Discovery,420787,c
Abzan Charm,420794,c
Artifact Mutation,420796,c
Aura Mutation,420797,c
Bituminous Blast,420799,c
Boros Charm,420802,c
Clan Defiance,420804,c
Crackling Doom,420808,c
Decimate,420810,c
Duneblast,420811,c
Lavalanche,420826,c
Merciless Eviction,420828,c
Mortify,420829,c
Naya Charm,420831,c
Putrefy,420834,c
Rakdos Charm,420835,c
Terminate,420842,c
Utter End,420843,c
Whispering Madness,420846,c
Mirrorweave,420851,c
Spitting Image,420853,c
Worm Harvest,420855,c
Trial,420856,c
Error,420856,c
Order,420857,c
Chaos,420857,c
Righteous Confluence,405358,c
Aethersnatch,405120,c
Mirror Match,405301,c
Mystic Confluence,405314,c
Synthetic Destiny,405409,c
Deadly Tempest,405194,c
Dread Summons,405205,c
Wretched Confluence,405457,c
Fiery Confluence,405230,c
Meteor Blast,405299,c
Mizzix's Mastery,405304,c
Arachnogenesis,405128,c
Ezuri's Predation,405222,c
Verdant Confluence,405432,c
Dawn to Dusk,405188,c
Open the Vaults,405324,c
Orim's Thunder,405327,c
Aetherize,405119,c
Blatant Thievery,405147,c
Blue Sun's Zenith,405150,c
Blustersquall,405151,c
Brainstorm,405158,c
Dominate,405202,c
Echoing Truth,405212,c
Fact or Fiction,405223,c
Mystic Retrieval,405315,c
Preordain,405347,c
Rapid Hybridization,405354,c
Reins of Power,405355,c
Repeal,405357,c
Rite of Replication,405360,c
Sleep,405385,c
Stolen Goods,405397,c
Stroke of Genius,405399,c
Windfall,405451,c
Altar's Reap,405122,c
Ambition's Cost,405123,c
Ancient Craving,405125,c
Barter in Blood,405138,c
Gild,405242,c
Rise from the Grave,405359,c
Sever the Bloodline,405374,c
Victimize,405434,c
Act of Aggression,405118,c
Breath of Darigaaz,405159,c
Chain Reaction,405170,c
Comet Storm,405179,c
Desperate Ravings,405198,c
Disaster Radius,405201,c
Earthquake,405210,c
Faithless Looting,405225,c
Fall of the Hammer,405226,c
Magmaquake,405292,c
Mizzium Mortars,405302,c
Urza's Rage,405430,c
Vandalblast,405431,c
Word of Seizing,405455,c
Desert Twister,405196,c
Krosan Grip,405283,c
Mulch,405311,c
Overrun,405333,c
Overwhelming Stampede,405334,c
Primal Growth,405348,c
Rampant Growth,405353,c
Spider Spawning,405391,c
Tribute to the Wild,405425,c
Counterflux,405183,c
Death Grasp,405195,c
Epic Experiment,405215,c
Firemind's Foresight,405231,c
Golgari Charm,405245,c
Grisly Salvage,405253,c
Prophetic Bolt,405350,c
Putrefy,405352,c
Steam Augury,405394,c
Biomantic Mastery,405143,c
Call the Skybreaker,405164,c
Snakeform,405388,c
Benevolent Offering,389440,c
Comeuppance,389465,c
Deploy to the Front,389483,c
Fell the Mighty,389516,c
Aether Gale,389424,c
Domineering Will,389488,c
Intellectual Offering,389559,c
Infernal Offering,389556,c
Malicious Affliction,389587,c
Necromantic Selection,389614,c
Spoils of Blood,389691,c
Wake the Dead,389738,c
Impact Resonance,389553,c
Incite Rebellion,389555,c
Scrap Mastery,389663,c
Volcanic Offering,389737,c
Sylvan Offering,389707,c
Wave of Vitriol,389740,c
Afterlife,389426,c
Brave the Elements,389450,c
Condemn,389469,c
Decree of Justice,389480,c
Gift of Estates,389536,c
Martial Coup,389590,c
Midnight Haunting,389595,c
Nomads' Assembly,389617,c
Oblation,389619,c
Return to Dust,389656,c
Spectral Procession,389685,c
White Sun's Zenith,389746,c
Wing Shards,389749,c
Cackling Counterpart,389456,c
Call to Mind,389458,c
Compulsive Research,389467,c
Concentrate,389468,c
Cyclonic Rift,389477,c
Dismiss,389486,c
Distorting Wake,389487,c
Exclude,389510,c
Into the Roil,389560,c
Pongify,389638,c
Rite of Replication,389658,c
Rush of Knowledge,389660,c
Stroke of Genius,389697,c
Turn to Frog,389730,c
Aether Snap,389425,c
Annihilate,389429,c
Black Sun's Zenith,389442,c
Dread Return,389491,c
Dregs of Sorrow,389493,c
Mutilate,389606,c
Profane Command,389645,c
Promise of Power,389646,c
Read the Bones,389649,c
Sign in Blood,389671,c
Skeletal Scrying,389674,c
Sudden Spoiling,389698,c
Syphon Mind,389710,c
Tendrils of Corruption,389714,c
Tragic Slip,389726,c
Victimize,389736,c
Blasphemous Act,389443,c
Chaos Warp,389462,c
Faithless Looting,389512,c
Magmaquake,389585,c
Starstorm,389692,c
Whipflare,389744,c
Word of Seizing,389753,c
Collective Unconscious,389464,c
Desert Twister,389484,c
Fresh Meat,389529,c
Grim Flowering,389543,c
Harrow,389545,c
Overrun,389621,c
Overwhelming Stampede,389623,c
Praetor's Counsel,389640,c
Whirlwind,389745,c
Kirtar's Wrath,376392,m
Survival Cache,376532,m
Tempt with Glory,376543,m
Unexpectedly Absent,376563,m
Wrath of God,376592,m
Arcane Denial,376245,m
Blue Sun's Zenith,376268,m
"Borrowing 100,000 Arrows",376273,m
Brilliant Plan,376274,m
Deep Analysis,376303,m
Dismiss,376309,m
Illusionist's Gambit,376369,m
Opportunity,376440,m
Order of Succession,376441,m
Prosperity,376460,m
Skyscribing,376502,m
Strategic Planning,376525,m
Tempt with Reflections,376545,m
Vision Skeins,376571,m
Wash Out,376582,m
Annihilate,376244,m
Army of the Damned,376250,m
Decree of Pain,376302,m
Dirge of Dread,376307,m
Famine,376327,m
Infest,376372,m
Phthisis,376445,m
Reckless Spite,376471,m
Sudden Spoiling,376529,m
Tempt with Immortality,376544,m
Toxic Deluge,376559,m
Fireball,376334,m
Fissure Vent,376336,m
From the Ashes,376346,m
Incendiary Command,376370,m
Mass Mutiny,376406,m
Molten Disaster,376413,m
Slice and Dice,376504,m
Starstorm,376522,m
Street Spasm,376526,m
Sudden Demise,376528,m
Tempt with Vengeance,376546,m
Wild Ricochet,376588,m
Cultivate,376290,m
Harmonize,376363,m
Krosan Grip,376394,m
One Dozen Eyes,376437,m
Rain of Thorns,376463,m
Reincarnation,376472,m
Restore,376473,m
Slice in Twain,376505,m
Spoils of Victory,376517,m
Sprouting Vines,376520,m
Tempt with Discovery,376542,m
Aethermage's Touch,376240,m
Boros Charm,376270,m
Crosis's Charm,376287,m
Cruel Ultimatum,376288,m
Death Grasp,376299,m
Dromar's Charm,376314,m
Fiery Justice,376332,m
Grixis Charm,376357,m
Hull Breach,376367,m
Jund Charm,376383,m
Lim-Dûl's Vault,376399,m
Naya Charm,376423,m
Savage Twister,376482,m
Selesnya Charm,376489,m
Soul Manipulation,376509,m
Spinal Embrace,376513,m
Excoriate,430544,c
Moment of Heroism,430555,c
Shoulder to Shoulder,430559,c
Compulsive Research,430562,c
Vision Skeins,430568,c
Doom Blade,430572,c
Reckless Spite,430576,c
Chandra's Outrage,430582,c
Coordinated Assault,430584,c
Fiery Fall,430586,c
Lightning Bolt,430593,c
Searing Spear,430595,c
Sudden Demise,430598,c
Volcanic Geyser,430600,c
Cultivate,430601,c
Explore,430602,c
Hunter's Prowess,430605,c
Press the Advantage,430609,c
Sylvan Bounty,430613,c
Vines of the Recluse,430617,c
Cruel Ultimatum,430621,c
Dreadbore,430622,c
Extract from Darkness,430623,c
Slave of Bolas,430625,c
Path to Exile,220511,m
Spin into Myth,220497,m
Beacon of Unrest,220482,m
Incremental Blight,220546,m
Infest,220459,m
Makeshift Mannequin,220569,m
Reanimate,220576,m
Sign in Blood,220480,m
Zombify,220580,m
Breath of Darigaaz,220499,m
Chandra's Outrage,220513,m
Dragon Fodder,220456,m
Fireball,220478,m
Seething Song,220561,m
Volcanic Fallout,220512,m
Fog,220479,m
Gleeful Sabotage,220585,m
Harmonize,220584,m
Plummet,220514,m
Primal Command,220571,m
Agony Warp,220454,m
Batwing Brume,220573,m
Bituminous Blast,220518,m
Branching Bolt,220455,m
Colossal Might,220519,m
Heroes' Reunion,220501,m
Savage Twister,220505,m
Terminate,220524,m
Torrent of Souls,220547,m
Unmake,220574,m
Wax,220502,m
Wane,220502,m
Bold Defense,180509,m
Brave the Elements,185734,m
Conqueror's Pledge,195626,m
Day of Judgment,186309,m
Landbind Ritual,188999,m
Narrow Escape,180360,m
Shieldmate's Blessing,178119,m
Windborne Charge,190418,m
Cancel,189001,m
Into the Roil,178151,m
Rite of Replication,195630,m
Spell Pierce,178144,m
Summoner's Bane,191360,m
Trapfinder's Trick,192212,m
Trapmaker's Snare,192223,m
Blood Tribute,170995,m
Desecrated Earth,178137,m
Disfigure,180115,m
Feast of Blood,189629,m
Grim Discovery,180127,m
Hideous End,180435,m
Marsh Casualties,177543,m
Mind Sludge,193403,m
Sadistic Sacrament,195632,m
Vampire's Bite,178150,m
Burst Lightning,177558,m
Demolish,190406,m
Elemental Appeal,192221,m
Magma Rift,180352,m
Mark of Mutiny,186324,m
Punishing Fire,192217,m
Seismic Shudder,180134,m
Slaughter Cry,178136,m
Spire Barrage,180495,m
Unstable Footing,192209,m
Beast Hunt,185703,m
Harrow,180408,m
Primal Bellow,193407,m
Relic Crush,178115,m
Tanglesap,191355,m
Vines of Vastwood,177571,m
Bright Reprisal,435158,c
Demystify,435159,c
Legion's Judgment,435172,c
Queen's Commission,435181,c
Rallying Roar,435182,c
Ritual of Rejuvenation,435184,c
Sanguine Sacrament,435185,c
Settle the Wreckage,435186,c
Sheltering Light,435187,c
Slash of Talons,435190,c
Vampire's Zeal,435195,c
Cancel,435199,c
Chart a Course,435200,c
Depths of Desire,435204,c
Dive Down,435205,c
Entrancing Melody,435207,c
Lookout's Dispersal,435214,c
Opt,435217,c
Overflowing Insight,435218,c
Perilous Voyage,435219,c
Pirate's Prize,435220,c
River's Rebuke,435223,c
Run Aground,435224,c
Siren's Ruse,435233,c
Spell Pierce,435234,c
Spell Swindle,435235,c
Boneyard Parley,435248,c
Contract Killing,435249,c
Costly Plunder,435250,c
Dark Nourishment,435251,c
Duress,435259,c
Grim Captain's Call,435262,c
Heartless Pillage,435263,c
March of the Drowned,435266,c
Skulduggery,435277,c
Spreading Rot,435279,c
Sword-Point Diplomacy,435280,c
Vanquish the Weak,435281,c
Vraska's Contempt,435283,c
Walk the Plank,435284,c
Demolish,435293,c
Dinosaur Stampede,435294,c
Dual Shot,435295,c
Fiery Cannonade,435297,c
Firecannon Blast,435299,c
Hijack,435302,c
Lightning Strike,435303,c
Repeating Barrage,435310,c
Rile,435312,c
Star of Extinction,435315,c
Sure Strike,435320,c
Unfriendly Fire,435326,c
Blinding Fog,435332,c
Commune with Dinosaurs,435336,c
Crash the Ramparts,435337,c
Crushing Canopy,435338,c
Emergent Growth,435343,c
Pounce,435356,c
River Heralds' Boon,435360,c
Savage Stomp,435361,c
Slice in Twain,435363,c
Verdant Rebirth,435368,c
Call to the Feast,435375,c
Grasping Current,435443,c
Huatli's Spurring,435448,c
Iona's Judgment,197880,m
Join the Ranks,194706,m
Rest for the Weary,189180,m
Veteran's Reflexes,198384,m
Aether Tradewinds,201568,m
Dispel,201562,m
Mysteries of the Deep,194699,m
Selective Memory,194700,m
Spell Contortion,194714,m
Treasure Hunt,197968,m
Twitch,198396,m
Dead Reckoning,194679,m
Mire's Toll,194002,m
Smother,191578,m
Tomb Hex,195307,m
Urge to Feed,198368,m
Bull Rush,201560,m
Chain Reaction,201573,m
Comet Storm,197766,m
Roiling Terrain,194671,m
Searing Blaze,193982,m
Bestial Menace,197843,m
Explore,201578,m
Feral Contest,198362,m
Groundswell,193998,m
Nature's Claim,198357,m
Strength of the Tajuru,197875,m
Abeyance,4563,o
Abjure,4477,o
Agonizing Memories,4448,o
Argivian Find,4568,o
Argivian Restoration,4480,o
Blossoming Wreath,4508,o
Boiling Blood,4538,o
Buried Alive,4451,o
Choking Vines,4511,o
Cone of Flame,4541,o
Debt of Loyalty,4573,o
Desperate Gambit,4542,o
Disrupt,4483,o
Doomsday,4454,o
Fatal Blow,4455,o
Firestorm,4547,o
Fit of Rage,4548,o
Flux,4485,o
Gaea's Blessing,4517,o
Gerrard's Wisdom,4577,o
Guided Strike,4578,o
Haunting Misery,4459,o
Lava Storm,4556,o
Nature's Resurgence,4525,o
Paradigm Shift,4492,o
Relearn,4497,o
Shattered Crypt,4468,o
Spinning Darkness,4469,o
Tariff,4590,o
Tendrils of Despair,4471,o
Thunderbolt,4561,o
Urborg Justice,4472,o
Vitalize,4533,o
Divine Verdict,429890,c
Drag Under,429898,c
Inspiration,429899,c
Certain Death,429905,c
Raise Dead,429907,c
Rabid Bite,429915,c
Wing Snare,429919,c
Disperse,413371,c
Mind Rot,413373,c
Cone of Flame,413378,c
Incremental Growth,413380,c
Coercion,3611,o
Creeping Mold,3660,o
Desertion,3637,o
Elven Cache,3662,o
Emerald Charm,3663,o
Feral Instinct,3664,o
Fireblast,3686,o
Forbidden Ritual,3617,o
Foreshadow,3640,o
Funeral Charm,3618,o
Hearth Charm,3689,o
Honorable Passage,3714,o
Hope Charm,3715,o
Impulse,3641,o
Infernal Harvest,3619,o
Inspiration,3642,o
Kaervek's Spite,3620,o
Miraculous Recovery,3720,o
Natural Order,3671,o
Peace Talks,3722,o
Prosperity,3647,o
Relentless Assault,3698,o
Remedy,3724,o
Retribution of the Meek,3726,o
Rock Slide,3699,o
Simoon,3743,o
Solfatara,3700,o
Song of Blood,3701,o
Summer Bloom,3679,o
Three Wishes,3652,o
Time and Tide,3653,o
Tithe,3730,o
Tremor,3706,o
Undo,3654,o
Vampiric Tutor,3629,o
Vision Charm,3656,o
Warrior's Honor,3731,o
Wicked Reward,3632,o
Wind Shear,3682,o
Catastrophe,5637,o
Clear,5692,o
Congregate,9702,o
Disenchant,5630,o
Healing Salve,8813,o
Humble,5702,o
Path of Peace,5684,o
Planar Birth,5766,o
Redeem,9716,o
Waylay,5833,o
Annul,10420,o
Catalog,9852,o
Curfew,7817,o
Enchantment Alteration,8825,o
Exhaustion,5650,o
Hibernation,5674,o
Power Sink,5757,o
Rescind,5809,o
Rewind,5670,o
Show and Tell,5697,o
Stroke of Genius,5677,o
Sunder,5599,o
Time Spiral,10423,o
Tolarian Winds,5834,o
Turnabout,5728,o
Windfall,7168,o
Befoul,5605,o
Breach,5633,o
Corrupt,5853,o
Dark Ritual,5626,o
Duress,5557,o
Exhume,5556,o
Expunge,5819,o
Ill-Gotten Gains,5570,o
Persecute,8843,o
Rain of Filth,5831,o
Reprocess,5558,o
Unnerve,5554,o
Victimize,10655,o
Yawgmoth's Will,5629,o
Acidic Soil,5722,o
Arc Lightning,5733,o
Brand,5564,o
Disorder,5854,o
Falter,5542,o
Fault Line,8867,o
Gamble,10654,o
Goblin Offensive,8818,o
Headlong Rush,8805,o
Heat Ray,10464,o
Jagged Lightning,5658,o
Lay Waste,5817,o
Meltdown,10466,o
Outmaneuver,8899,o
Rain of Salt,5761,o
Raze,5544,o
Scrap,5816,o
Shower of Sparks,5545,o
Steam Blast,5563,o
Wildfire,5566,o
Gaea's Bounty,5710,o
Hush,5820,o
Lull,5756,o
Rejuvenate,5818,o
Symbiosis,5632,o
Titania's Boon,8819,o
Whirlwind,8849,o
Blessed Reversal,12366,o
Burst of Energy,13806,o
Erase,12941,o
Hope and Glory,12942,o
Iron Will,12358,o
Peace and Quiet,9709,o
Purify,12367,o
Radiant's Judgment,12360,o
Frantic Search,12375,o
Intervene,12378,o
Miscalculation,12376,o
Opportunity,12822,o
Rebuild,12385,o
Snap,12374,o
Tinker,12383,o
Ostracize,8786,o
Sick and Tired,9691,o
Swat,9694,o
Unearth,12398,o
About Face,12414,o
Last-Ditch Effort,13812,o
Lava Axe,12947,o
Parch,12415,o
Rack and Ruin,12422,o
Crop Rotation,12432,o
Harmonic Convergence,12437,o
Might of Oaks,8822,o
Repopulate,12672,o
Silk Net,12949,o
Wing Snare,5675,o
Fend Off,15763,o
Flicker,15127,o
Replenish,15143,o
Scent of Jasmine,15263,o
Scour,15134,o
Solidarity,15764,o
Donate,15168,o
Fatigue,19098,o
Quash,15160,o
Rescue,15154,o
Scent of Brine,15266,o
Bubbling Muck,15179,o
Encroach,15175,o
Eradicate,15186,o
Rapid Decay,15177,o
Scent of Nightshade,15265,o
Soul Feast,15767,o
Flame Jet,15201,o
Landslide,13821,o
Reckless Abandon,15204,o
Scent of Cinder,15264,o
Sowing Salt,19534,o
Trumpet Blast,15200,o
Wake of Destruction,15218,o
Magnify,15819,o
Multani's Decree,15228,o
Plow Under,12628,o
Rofellos's Gift,15877,o
Scent of Ivy,15267,o
Splinter,15208,o
Angel's Grace,110504,m
Divine Congregation,108814,m
Evangelize,110507,m
Fortify,116732,m
Gaze of Justice,108819,m
