id,name,border
Momentary Blink,109733,m
Pull from Eternity,106657,m
Restore Balance,113520,m
Return to Dust,109709,m
Ancestral Vision,113505,m
Bewilder,118901,m
Cancel,113523,m
Careful Consideration,109691,m
Clockspinning,109673,m
Moonlace,116391,m
Mystical Teachings,111058,m
Snapback,108897,m
Spell Burst,109707,m
Temporal Eddy,118887,m
Think Twice,108823,m
Trickbind,110499,m
Truth or Tale,118910,m
Walk the Aeons,110517,m
Wipe Away,118911,m
Assassinate,114918,m
Call to the Netherworld,108832,m
Curse of the Cabal,111049,m
Dark Withering,118892,m
Demonic Collusion,118872,m
Dread Return,116721,m
Haunting Hymn,109731,m
Living End,113521,m
Mindstab,108894,m
Phthisis,109758,m
Premature Burial,108884,m
Psychotic Episode,116727,m
Smallpox,113531,m
Strangling Soot,109710,m
Sudden Death,108804,m
Sudden Spoiling,113525,m
Tendrils of Corruption,106632,m
Traitor's Clutch,108857,m
Ancient Grudge,109751,m
Conflagrate,114909,m
Empty the Warrens,109735,m
Grapeshot,118882,m
Ground Rift,108905,m
Ignite Memories,109756,m
Lightning Axe,113567,m
Orcish Cannonade,114902,m
Plunder,108926,m
Reiterate,109729,m
Rift Bolt,108915,m
Sudden Shock,114911,m
Sulfurous Blast,109685,m
Volcanic Awakening,121206,m
Wheel of Fate,113528,m
Word of Seizing,118870,m
Chameleon Blur,118925,m
Hypergenesis,113533,m
Krosan Grip,126274,m
Might of Old Krosa,109763,m
Molder,114914,m
Mwonvuli Acid-Moss,118888,m
Search for Tomorrow,108802,m
Sprout,122079,m
Squall Line,109702,m
Stonewood Invocation,118890,m
Strength in Numbers,116730,m
Thrill of the Hunt,109675,m
Tromp the Domains,116726,m
Wurmcalling,114917,m
Disenchant,107302,m
Honorable Passage,108879,m
Resurrection,108885,m
Psionic Blast,108812,m
Whispers of the Muse,106651,m
Darkness,108919,m
Funeral Charm,108895,m
Stupor,108923,m
Browbeat,107299,m
Disintegrate,106636,m
Dragonstorm,108843,m
Fiery Temper,108880,m
Tribal Flames,108916,m
Avoid Fate,108886,m
Call of the Herd,109672,m
Gaea's Blessing,108789,m
Hail Storm,107296,m
Coalition Victory,109718,m
Fiery Justice,108893,m
Void,109677,m
Angelic Blessing,397647,c
Anoint,397397,c
Bandage,397620,c
Cataclysm,397399,c
Disenchant,397544,c
Gallantry,397554,c
Kor Chant,397541,c
Pegasus Stampede,397430,c
Repentance,397644,c
Smite,397527,c
Winds of Rath,397606,c
Capsize,397492,c
Counterspell,397612,c
Dismiss,397545,c
Forbid,397532,c
Intuition,397633,c
Legerdemain,397503,c
Mana Leak,397471,c
Meditate,397394,c
Shadow Rift,397405,c
Sift,397514,c
Spell Blast,397501,c
Time Ebb,397608,c
Time Warp,397391,c
Twitch,397420,c
Whispers of the Muse,397548,c
Cannibalize,397631,c
Coercion,397509,c
Corpse Dance,397625,c
Dark Banishing,397458,c
Dark Ritual,397401,c
Death Stroke,397559,c
Death's Duet,397632,c
Diabolic Edict,397522,c
Evincar's Justice,397615,c
Fugue,397502,c
Lab Rats,397640,c
Living Death,397523,c
Necrologia,397595,c
Reanimate,397423,c
Aftershock,397641,c
Deadshot,397549,c
Fanning the Flames,397555,c
Flame Wave,397629,c
Kindle,397431,c
Lightning Blast,397444,c
Mogg Infestation,397418,c
Rolling Thunder,397419,c
Searing Touch,397530,c
Seething Anger,397651,c
Shadowstorm,397537,c
Shatter,397429,c
Stun,397466,c
Elven Rite,397428,c
Elvish Fury,397622,c
Harrow,397415,c
Mulch,397563,c
Needle Storm,397499,c
Overrun,397574,c
Provoke,397604,c
Rampant Growth,397623,c
Reality Anchor,397421,c
Tranquility,397519,c
Verdant Touch,397496,c
Verdigris,397538,c
Cleansing Meditation,29883,o
Equal Treatment,29571,o
Frantic Purification,29841,o
Morningtide,34234,o
Pay No Heed,32232,o
Spirit Flare,26361,o
Vengeful Dreams,29698,o
Alter Reality,34832,o
Breakthrough,29927,o
Churning Eddy,29720,o
Circular Logic,34368,o
Deep Analysis,32237,o
False Memories,5598,o
Liquify,34756,o
Obsessive Search,29721,o
Plagiarize,29824,o
Retraced Image,33698,o
Turbulent Dreams,29827,o
Cabal Ritual,30564,o
Chainer's Edict,29603,o
Crippling Fatigue,34225,o
Insidious Dreams,29825,o
Mind Sludge,26432,o
Mutilate,35194,o
Psychotic Haze,33691,o
Rancid Earth,31598,o
Restless Dreams,29908,o
Sickening Dreams,35063,o
Unhinge,35922,o
Waste Away,32133,o
Accelerate,29857,o
Devastating Dreams,30561,o
Fiery Temper,32918,o
Flaming Gambit,32921,o
Flash of Defiance,29863,o
Kamahl's Sledge,32229,o
Overmaster,29868,o
Radiate,34250,o
Skullscorch,34382,o
Sonic Seizure,35165,o
Temporary Insanity,32236,o
Violent Eruption,34253,o
Acorn Harvest,29873,o
Dwell on the Past,26404,o
Far Wanderings,15229,o
Insist,29886,o
Invigorating Falls,29907,o
Nostalgic Dreams,32208,o
Parallel Evolution,29992,o
Abandon Hope,4635,o
Aftershock,4800,o
Anoint,4859,o
Apocalypse,4802,o
Blood Frenzy,4804,o
Boil,4805,o
Capsize,4691,o
Coercion,4641,o
Corpse Dance,4644,o
Counterspell,4693,o
Dark Banishing,4645,o
Dark Ritual,4646,o
Deadshot,4810,o
Diabolic Edict,4656,o
Disenchant,4872,o
Dismiss,4695,o
Disturbed Burial,4657,o
Dream Cache,4696,o
Dregs of Sorrow,4659,o
Elvish Fury,4760,o
Ertai's Meddling,4698,o
Evincar's Justice,4662,o
Extinction,4663,o
Gallantry,4876,o
Harrow,4764,o
Imps' Taunt,4666,o
Interdict,4706,o
Intuition,4707,o
Invulnerability,4882,o
Kindle,4826,o
Legerdemain,4709,o
Lightning Blast,4827,o
Living Death,4671,o
Lobotomy,4913,o
Mana Severance,4710,o
Meditate,4713,o
Natural Spring,4773,o
Needle Storm,4775,o
Overrun,4777,o
Perish,4676,o
Power Sink,4716,o
Rain of Tears,4678,o
Rampant Growth,4779,o
Reality Anchor,4780,o
Reanimate,4680,o
Reap,4781,o
Reckless Spite,4681,o
Repentance,4895,o
Respite,4783,o
Rolling Thunder,4840,o
Scorched Earth,4842,o
Searing Touch,4843,o
Serene Offering,4898,o
Shadow Rift,4725,o
Shadowstorm,4846,o
Shatter,4847,o
Spell Blast,4728,o
Spontaneous Combustion,4919,o
Stone Rain,4850,o
Stun,4851,o
Sudden Impact,4852,o
Time Ebb,4736,o
Time Warp,4737,o
Tranquility,4795,o
Twitch,4739,o
Verdigris,4798,o
Whim of Volrath,4742,o
Whispers of the Muse,4743,o
Winds of Rath,4910,o
Winter's Grasp,4799,o
Worthy Cause,4911,o
Battlewise Valor,373627,m
Dauntless Onslaught,373525,m
Divine Verdict,373648,m
Glare of Heresy,373691,m
Gods Willing,373516,m
Last Breath,373680,m
Ray of Dissolution,373739,m
Vanquish the Foul,373640,m
Annul,373584,m
Curse of the Swine,373542,m
Dissolve,373557,m
Gainsay,373682,m
Griptide,373519,m
Lost in a Labyrinth,373629,m
Sea God's Revenge,373517,m
Stymied Hopes,373721,m
Swan Song,373701,m
Thassa's Bounty,373662,m
Triton Tactics,373639,m
Voyage's End,373527,m
Boon of Erebos,373642,m
Cutthroat Maneuver,373660,m
Dark Betrayal,373504,m
Hero's Downfall,373575,m
Lash of the Whip,373610,m
March of the Returned,373579,m
Pharika's Cure,373722,m
Read the Bones,373725,m
Rescue from the Underworld,373532,m
Sip of Hemlock,373598,m
Thoughtseize,373632,m
Anger of the Gods,373604,m
Boulderfall,373714,m
Coordinated Assault,373513,m
Demolish,373537,m
Lightning Strike,373651,m
Magma Jet,373704,m
Peak Eruption,373507,m
Portent of Betrayal,373667,m
Rage of Purphoros,373663,m
Spark Jolt,373618,m
Titan's Strength,373607,m
Artisan's Sorrow,373506,m
Commune with the Gods,373656,m
Defend the Hearth,373623,m
Fade into Antiquity,373576,m
Hunt the Hunter,373668,m
Savage Surge,373602,m
Shredding Winds,373676,m
Time to Feed,373633,m
Warriors' Lesson,373613,m
Destructive Revelry,373678,m
Psychic Intrusion,373695,m
Steam Augury,373539,m
Bandage,5111,o
Brush with Death,5114,o
Cannibalize,5118,o
Change of Heart,5121,o
Constant Mists,5123,o
Crossbow Ambush,5131,o
Death Stroke,5137,o
Elven Rite,5144,o
Evacuation,5147,o
Fanning the Flames,5148,o
Flame Wave,5150,o
Fling,5151,o
Lab Rats,5178,o
Leap,5180,o
Mana Leak,5182,o
Mask of the Mimic,5183,o
Mind Games,5186,o
Mind Peel,5187,o
Mob Justice,5101,o
Mogg Infestation,5107,o
Mulch,5194,o
Provoke,5203,o
Ransack,5206,o
Rebound,5209,o
Reins of Power,5210,o
Ruination,5213,o
Scapegoat,5138,o
Seething Anger,5218,o
Shock,5143,o
Sift,5223,o
Smite,5234,o
Temper,5251,o
Tidal Surge,5255,o
Verdant Touch,5259,o
Dispense Justice,209015,m
Fulgent Distraction,205488,m
Revoke Existence,194123,m
Seize the Initiative,194206,m
Soul Parry,212705,m
Whitesun's Passage,206349,m
Disperse,212242,m
Halt Order,194110,m
Shape Anew,194201,m
Steady Progress,194361,m
Stoic Rebuttal,212703,m
Turn Aside,194303,m
Twisted Image,208253,m
Vault Skyward,194265,m
Exsanguinate,210235,m
Flesh Allergy,208999,m
Grasp of Darkness,194105,m
Instill Infection,194349,m
Memoricide,215103,m
Psychic Miasma,206345,m
Tainted Strike,209049,m
Arc Trail,206343,m
Assault Strobe,194119,m
Cerebral Eruption,215073,m
Galvanic Blast,208251,m
Kuldotha Rebirth,194239,m
Melt Terrain,194106,m
Molten Psyche,212716,m
Shatter,194147,m
Turn to Slag,209719,m
Blunt the Assault,205486,m
Carrion Call,194340,m
Genesis Wave,207882,m
Slice in Twain,208254,m
Tel-Jilad Defiance,202636,m
Untamed Might,194160,m
Wing Puncture,194097,m
Withstand Death,209035,m
Aether Shockwave,74208,m
Curtain of Light,87329,m
Enduring Ideal,87598,m
Hail of Arrows,74137,m
Presence of the Wise,74216,m
Eternal Dominion,87593,m
Oppressive Will,74423,m
Overwhelming Intellect,89403,m
Twincast,80412,m
Exile into Darkness,74399,m
Kiku's Shadow,74157,m
Neverending Torment,87601,m
One with Nothing,88817,m
Pain's Reward,75340,m
Feral Lightning,84373,m
Hidetsugu's Second Rite,88818,m
Inner Fire,84711,m
Rally the Horde,74411,m
Thoughts of Ruin,74374,m
Undying Flames,87602,m
Dosan's Oldest Chant,87332,m
Endless Swarm,87594,m
Seek the Horizon,74056,m
Angelic Purge,409739,c
Chaplain's Blessing,409748,c
Declaration in Stone,409750,c
Descend upon the Sinful,409751,c
Eerie Interlude,409754,c
Ethereal Guidance,409756,c
Expose Evil,409757,c
Humble the Brute,409762,c
Not Forgotten,409769,c
Open the Armory,409771,c
Puncturing Light,409775,c
Silverstrike,409777,c
Strength of Arms,409780,c
Survive the Night,409781,c
Tenacity,409782,c
Broken Concentration,409792,c
Catalog,409793,c
Compelling Deterrence,409794,c
Confirm Suspicions,409795,c
Deny Existence,409798,c
Engulf the Shore,409801,c
Epiphany at the Drownyard,409802,c
Essence Flux,409804,c
Gone Missing,409810,c
Invasive Surgery,409811,c
Jace's Scrutiny,409813,c
Just the Wind,409814,c
Nagging Thoughts,409817,c
Pieces of the Puzzle,409821,c
Pore Over the Pages,409822,c
Press for Answers,409823,c
Rise from the Tides,409826,c
Welcome to the Fold,409842,c
Alms of the Vein,409845,c
Behold the Beyond,409848,c
Biting Rain,409849,c
Ever After,409857,c
From Under the Floorboards,409859,c
Gisa's Bidding,409862,c
Grotesque Mutation,409863,c
Liliana's Indignation,409870,c
Macabre Waltz,409871,c
Merciless Resolve,409873,c
Murderous Compulsion,409876,c
Pick the Brain,409879,c
Shamble Back,409884,c
Throttle,409888,c
To the Slaughter,409889,c
Avacyn's Judgment,409895,c
Burn from Within,409899,c
Dance with Devils,409902,c
Devils' Playground,409903,c
Dissension in the Ranks,409904,c
Dual Shot,409905,c
Fiery Temper,409908,c
Geistblast,409914,c
Inner Struggle,409921,c
Lightning Axe,409925,c
Magmatic Chasm,409927,c
Malevolent Whispers,409928,c
Reduce to Ashes,409931,c
Rush of Adrenaline,409932,c
Structural Distortion,409941,c
Tormenting Voice,409942,c
Uncaged Fury,409944,c
Aim High,409950,c
Clip Wings,409955,c
Confront the Unknown,409956,c
Fork in the Road,409964,c
Might Beyond Reason,409979,c
Moonlight Hunt,409981,c
Rabid Bite,409985,c
Root Out,409986,c
Seasons Past,409989,c
Second Harvest,409990,c
Traverse the Ulvenwald,409998,c
Anguished Unmaking,410006,c
Inquisitor's Snare,158765,m
Last Breath,147424,m
Mass Calcify,146053,m
Mine Excavation,158756,m
Niveous Wisps,158694,m
Spectral Procession,152070,m
Strip Bare,159409,m
Advice from the Fae,154408,m
Cerulean Wisps,158683,m
Consign to Dream,142032,m
Counterbore,153966,m
Flow of Ideas,158692,m
Ghastly Discovery,158682,m
Put Away,159398,m
Savor the Moment,159404,m
Spell Syphon,153999,m
Aphotic Wisps,154392,m
Beseech the Queen,152079,m
Corrupt,146013,m
Disturbing Plot,158689,m
Gloomlance,158757,m
Incremental Blight,147433,m
Plague of Vermin,159406,m
Rite of Consumption,159400,m
Splitting Headache,147378,m
Burn Trail,158688,m
Crimson Wisps,146060,m
Ember Gale,158766,m
Flame Javelin,146017,m
Jaws of Stone,146070,m
Puncture Bolt,146071,m
Smash to Smithereens,158243,m
Wild Swing,158686,m
Dramatic Entrance,154003,m
Gleeful Sabotage,158681,m
Gloomwidow's Feast,154394,m
Howl of the Night Pack,153996,m
Toil to Renown,159410,m
Tower Above,152075,m
Viridescent Wisps,158758,m
Aethertow,158750,m
Mirrorweave,153973,m
Repel Intruders,158761,m
Thoughtweft Gambit,146024,m
Turn to Mist,158752,m
Worldpurge,141991,m
Dream Salvage,158774,m
Fate Transfer,147411,m
Memory Plunder,146742,m
Memory Sluice,158759,m
River's Grasp,158755,m
Scarscale Ritual,154396,m
Din of the Fireherd,146733,m
Poison the Well,147427,m
Scar,142049,m
Torrent of Souls,158751,m
Traitor's Roar,158746,m
Tyrannize,146767,m
Firespout,153314,m
Fossil Find,146736,m
Giantbaiting,158693,m
Guttural Response,158773,m
Manamorphose,153968,m
Barkshell Blessing,158772,m
Dawnglow Infusion,158747,m
Fracturing Gust,146759,m
Mercy Killing,158771,m
Reknit,154403,m
Safewright Quest,142038,m
Astral Steel,45833,o
Decree of Justice,45141,o
Dimensional Breach,43573,o
Gilded Light,43623,o
Rain of Blades,43622,o
Recuperate,47590,o
Reward the Faithful,44401,o
Wing Shards,45835,o
Wipe Clean,47221,o
Brain Freeze,47599,o
Dispersal Shield,35344,o
Hindering Touch,45837,o
Long-Term Plans,43605,o
Metamorphose,43733,o
Mind's Desire,46424,o
Rush of Knowledge,43729,o
Stifle,46558,o
Temporal Fissure,45836,o
Cabal Conditioning,44491,o
Chill Haunting,45863,o
Decree of Pain,43522,o
Final Punishment,43611,o
Reaping the Graves,45845,o
Skulltap,43734,o
Tendrils of Agony,45842,o
Unburden,41164,o
Carbonize,47226,o
Decree of Annihilation,44335,o
Dragonstorm,46426,o
Enrage,45844,o
Goblin War Strike,44292,o
Misguided Rage,43555,o
Scattershot,45843,o
Spark Spray,44484,o
Torrent of Fire,43530,o
Accelerated Mutation,43539,o
Break Asunder,47219,o
Claws of Wirewood,43541,o
Decree of Savagery,46423,o
Divergent Growth,45864,o
Hunting Pack,45848,o
Sprouting Vines,45847,o
Angelic Blessing,20400,o
Armageddon,20387,o
Bargain,21024,o
Blinding Light,20388,o
Breath of Life,21022,o
False Peace,21063,o
Gerrard's Wisdom,20386,o
Path of Peace,21060,o
Righteous Charge,21023,o
Righteous Fury,21064,o
Sacred Nectar,21061,o
Steadfastness,20399,o
Vengeance,20393,o
Counterspell,20382,o
Exhaustion,21044,o
Extinguish,21036,o
Eye Spy,21035,o
Piracy,21049,o
Psychic Transfer,21050,o
Ransack,21069,o
Relearn,21046,o
Remove Soul,21037,o
Sleight of Hand,21068,o
Tidings,21047,o
Time Ebb,21034,o
Time Warp,21048,o
Touch of Brilliance,21033,o
Undo,21045,o
Wind Sail,21076,o
Ancient Craving,20360,o
Chorus of Woe,20381,o
Coercion,20366,o
Dakmor Plague,20367,o
Dark Offering,20368,o
Grim Tutor,20359,o
Hand of Death,20379,o
Howling Fury,20369,o
Mind Rot,20378,o
Raise Dead,20377,o
Soul Feast,20365,o
Stream of Acid,20364,o
Wicked Pact,20361,o
Cinder Storm,20201,o
Devastation,20191,o
Fire Tempest,20192,o
Goblin Lore,20202,o
Jagged Lightning,20203,o
Last Chance,20194,o
Lava Axe,20205,o
Relentless Assault,20193,o
Scorching Spear,20209,o
Spitting Earth,20200,o
Stone Rain,20208,o
Tremor,20207,o
Volcanic Hammer,20206,o
Alluring Scent,20221,o
Monstrous Growth,20234,o
Natural Spring,20231,o
Nature's Cloak,20222,o
Nature's Lore,20356,o
Renewing Touch,20357,o
Squall,20220,o
Summer Bloom,21078,o
Untamed Wilds,20228,o
Whirlwind,20219,o
Angelic Blessing,25456,o
Breath of Life,25447,o
Coercion,25477,o
Counterspell,25503,o
Disenchant,25500,o
Giant Growth,25502,o
Hand of Death,25490,o
Inspiration,25526,o
Lava Axe,25488,o
Monstrous Growth,25475,o
Shock,25501,o
Stone Rain,25497,o
Terror,25504,o
Time Ebb,25462,o
Avenging Arrow,265410,m
Eyes in the Skies,253553,m
Rootborn Defenses,253529,m
Swift Justice,265416,m
Trostani's Judgment,289225,m
Blustersquall,253582,m
Cancel,265403,m
Cyclonic Rift,270798,m
Dispel,253566,m
Downsize,265374,m
Inaction Injunction,265376,m
Inspiration,265380,m
Mizzium Skin,253636,m
Psychic Spiral,270794,m
Syncopate,270369,m
Assassin's Strike,289216,m
Cremate,277990,m
Destroy the Evidence,253571,m
Launch Party,270781,m
Mind Rot,265408,m
Ultimate Price,253538,m
Annihilating Fire,270801,m
Dynacharge,265397,m
Electrickery,253545,m
Explosive Impact,265393,m
Goblin Rally,270788,m
Mizzium Mortars,253632,m
Street Spasm,265384,m
Survey the Wreckage,270804,m
Traitorous Instinct,289228,m
Vandalblast,253560,m
Aerial Predation,289227,m
Chorus of Might,265373,m
Druid's Deliverance,289215,m
Giant Growth,289213,m
Horncaller's Chant,253536,m
Savage Surge,265388,m
Seek the Horizon,289224,m
Slime Molding,290533,m
Abrupt Decay,253561,m
Auger Spree,253579,m
Azorius Charm,270962,m
Call of the Conclave,261322,m
Chemister's Trick,290524,m
Common Bond,253565,m
Counterflux,253524,m
Coursers' Accord,253639,m
Dramatic Rescue,253544,m
Dreadbore,270354,m
Epic Experiment,253552,m
Essence Backlash,290527,m
Fall of the Gavel,290536,m
Firemind's Foresight,290541,m
Golgari Charm,265385,m
Grisly Salvage,277996,m
Heroes' Reunion,290537,m
Izzet Charm,253528,m
Jarad's Orders,253633,m
Rakdos Charm,253590,m
Rakdos's Return,253574,m
Rites of Reaping,289219,m
Search Warrant,253614,m
Selesnya Charm,253651,m
Skull Rend,253622,m
Slaughter Games,290532,m
Sphinx's Revelation,253534,m
Supreme Verdict,253512,m
Teleportal,253562,m
Thoughtflare,253551,m
Treasured Find,270375,m
Sundering Growth,265415,m
Demystify,198313,m
Emerge Unscathed,194949,m
Harmless Assault,198165,m
Nomads' Assembly,198180,m
Oust,194923,m
Puncturing Light,193566,m
Repel the Darkness,194930,m
Smite,193595,m
Survival Cache,193531,m
Aura Finesse,193599,m
Deprive,193519,m
Distortion Strike,198168,m
Fleeting Distraction,198311,m
Lay Bare,193469,m
Reality Spasm,193652,m
Recurring Insight,194936,m
Regress,193603,m
See Beyond,193577,m
Shared Discovery,194950,m
Unified Will,193456,m
Consume the Meek,193475,m
Consuming Vapors,205936,m
Corpsehatch,193625,m
Essence Feed,194939,m
Induce Despair,193520,m
Inquisition of Kozilek,193428,m
Last Kiss,193546,m
Nighthaze,193487,m
Perish the Thought,194915,m
Repay in Kind,193657,m
Shrivel,193534,m
Suffer the Past,193619,m
Vendetta,194922,m
Virulent Swipe,198298,m
Brood Birthing,193633,m
Devastating Summons,194927,m
Disaster Radius,193579,m
Explosive Revelation,193479,m
Fissure Vent,198170,m
Flame Slash,193648,m
Forked Bolt,193512,m
Heat Ray,193649,m
Hellion Eruption,198306,m
Spawning Breath,193435,m
Staggershock,193571,m
Surreal Memoir,198179,m
Traitorous Instinct,198177,m
World at War,193484,m
Wrap in Flames,193563,m
Ancient Stirrings,193437,m
Gelatinous Genesis,193503,m
Growth Spasm,193526,m
Irresistible Prey,193527,m
Leaf Arrow,205929,m
Living Destiny,193489,m
Might of the Masses,193547,m
Momentous Fall,193497,m
Naturalize,193439,m
Prey's Vengeance,193565,m
Realms Uncharted,193605,m
Bathe in Light,87910,m
Boros Fury-Shield,89006,m
Chant of Vitu-Ghazi,87957,m
Devouring Light,89040,m
Festival of the Guildpact,83884,m
Hour of Reckoning,88985,m
Leave No Trace,87954,m
Seed Spark,88984,m
Three Dreams,83905,m
Wojek Siren,87896,m
Compulsive Research,87991,m
Convolute,88998,m
Dizzy Spell,87925,m
Flow of Ideas,87978,m
Induce Paranoia,87924,m
Mnemonic Nexus,88963,m
Muddle the Mixture,88955,m
Peel from Reality,87951,m
Quickchange,87979,m
Remand,87919,m
Telling Time,88988,m
Tunnel Vision,89022,m
Brainspoil,88965,m
Darkblast,87922,m
Dimir Machinations,87981,m
Disembowel,87917,m
Empty the Catacombs,89015,m
Hex,89059,m
Last Gasp,89056,m
Moonlight Bargain,89088,m
Nightmare Void,89062,m
Ribbons of Night,83634,m
Shred Memory,87962,m
Sins of the Past,83648,m
Vigor Mortis,88986,m
Char,87942,m
Cleansing Beam,83567,m
Dogpile,87921,m
Fiery Conclusion,83620,m
Flame Fusillade,83912,m
Flash Conscription,87953,m
Incite Hysteria,87993,m
Rain of Embers,87943,m
Reroute,89087,m
Seismic Spike,83829,m
Smash,83646,m
Surge of Zeal,87956,m
Warp World,89084,m
Chord of Calling,89064,m
Dryad's Caress,87958,m
Farseek,87970,m
Gather Courage,87940,m
Life from the Loam,89001,m
Overwhelm,89044,m
Recollect,88966,m
Rolling Spoil,89024,m
Scatter the Seeds,87931,m
Sundering Vitae,87927,m
Brightflame,89068,m
Clutch of the Undercity,89037,m
Congregation at Dawn,87995,m
Consult the Necrosages,87923,m
Glimpse the Unthinkable,83597,m
Lightning Helix,87908,m
Perplex,87992,m
Psychic Drain,89114,m
Putrefy,89063,m
Rally the Righteous,83680,m
Razia's Purification,89115,m
Seeds of Strength,89075,m
Twisted Justice,89052,m
Gaze of the Gorgon,83933,m
Master Warcraft,83572,m
Shadow of Doubt,83827,m
Aura Blast,26382,o
Dominaria's Judgment,26423,o
March of Souls,26277,o
Orim's Chant,26852,o
Pollen Remedy,25941,o
Surprise Deployment,26403,o
Allied Strategies,26383,o
Confound,27714,o
Ertai's Trickery,26590,o
Gainsay,27189,o
Planar Overlay,26835,o
Rushing River,25942,o
Bog Down,25943,o
Death Bomb,26782,o
Diabolic Intent,26422,o
Exotic Disease,25931,o
Noxious Vapors,26478,o
Shriek of Dread,27229,o
Slay,15137,o
Goblin Game,8902,o
Implode,26260,o
Magma Burst,25944,o
Singe,25900,o
Strafe,26288,o
Falling Timber,25945,o
Gaea's Might,26838,o
Primal Growth,26396,o
Skyshroud Blessing,26402,o
Crosis's Charm,25863,o
Darigaaz's Charm,25864,o
Daring Leap,25822,o
Dromar's Charm,25862,o
Eladamri's Call,25646,o
Gerrard's Command,25873,o
Hull Breach,25872,o
Malicious Advice,25870,o
Rith's Charm,25865,o
Terminate,25871,o
Treva's Charm,25866,o
Urza's Guilt,25918,o
Dawn Charm,124080,m
Heroes Remembered,122438,m
Rebuff the Wicked,122287,m
Retether,131007,m
Saltblast,122435,m
Mana Tithe,122324,m
Sunlance,122355,m
Dichotomancy,122455,m
Dismal Failure,129022,m
Erratic Mutation,124476,m
Pongify,129015,m
Spellshift,122459,m
Venarian Glimmer,126216,m
Wistful Thinking,124055,m
Ovinize,126212,m
Piracy Charm,124066,m
Cradle to Grave,110536,m
Dash Hopes,126812,m
Extirpate,126804,m
Imp's Mischief,122434,m
Midnight Charm,124034,m
Temporal Extortion,126814,m
Treacherous Urge,131002,m
Damnation,122423,m
Kor Dirge,131006,m
Shrouded Lore,122285,m
Fatal Frenzy,124748,m
Fury Charm,124039,m
Shivan Meteor,134740,m
Timecrafting,129012,m
Dead,126419,m
Gone,126419,m
Brute Force,122373,m
Evolution Charm,124047,m
Hunting Wilds,122458,m
Harmonize,122362,m
Healing Leaves,122371,m
Abolish,24561,o
Blessed Wind,24569,o
Excise,24553,o
Mirror Strike,24554,o
Rhystic Shield,24551,o
Denying Wind,24596,o
Foil,24587,o
Mana Vapors,24578,o
Psychic Theft,24593,o
Rethink,24588,o
Rhystic Scrying,24577,o
Withdraw,24580,o
Despoil,24615,o
Flay,24606,o
Outbreak,24613,o
Plague Wind,24622,o
Rhystic Syphon,24623,o
Rhystic Tutor,24614,o
Soul Strings,24605,o
Steal Strength,24608,o
Devastate,24631,o
Flameshot,24642,o
Inflame,24640,o
Panic Attack,24639,o
Rhystic Lightning,24633,o
Search for Survivors,24641,o
Searing Wind,24650,o
Calming Verse,24659,o
Elephant Resurgence,21382,o
Snag,24668,o
Thrive,24669,o
Vitalizing Wind,24677,o
Wild Might,24661,o
Wing Storm,25523,o
Celestial Flare,398488,c
Enshrouding Mist,398654,c
Gideon's Phalanx,398471,c
Hallowed Moonlight,398505,c
Healing Hands,398563,c
Kytheon's Tactics,398470,c
Mighty Leap,398630,c
Swift Reckoning,398481,c
Tragic Arrogance,398610,c
Anchor to the Aether,398474,c
Artificer's Epiphany,398462,c
Bone to Ash,398539,c
Calculated Dismissal,398480,c
Clash of Wills,398542,c
Day's Undoing,398652,c
Disperse,398528,c
Displacement Wave,398580,c
Dreadwaters,398405,c
Hydrolash,398666,c
Negate,398629,c
Psychic Rebuttal,398479,c
Send to Sleep,398545,c
Talent of the Telepath,398483,c
Turn to Frog,398463,c
Cruel Revival,398415,c
Dark Dabbling,398466,c
Dark Petition,398525,c
Eyeblight Massacre,398645,c
Infinite Obliteration,398503,c
Languish,398597,c
Macabre Waltz,398494,c
Necromantic Summons,398491,c
Nightsnare,398562,c
Read the Bones,398637,c
Reave Soul,398591,c
Tormented Thoughts,398623,c
Touch of Moonglove,398600,c
Unholy Hunger,398452,c
Act of Treason,398578,c
Chandra's Fury,398632,c
Chandra's Ignition,398416,c
Demolish,398486,c
Dragon Fodder,398647,c
Exquisite Firecraft,398513,c
Fiery Conclusion,398497,c
Fiery Impulse,398516,c
Lightning Javelin,398538,c
Magmatic Insight,398496,c
Ravaging Blaze,398601,c
Smash to Smithereens,398669,c
Titan's Strength,398680,c
Aerial Volley,398565,c
Animist's Awakening,398437,c
Gather the Pack,398448,c
The Great Aurora,398679,c
Joraga Invocation,398642,c
Might of the Masses,398662,c
Nissa's Pilgrimage,398593,c
Nissa's Revelation,398506,c
Reclaim,398543,c
Titanic Growth,398648,c
Vine Snare,398658,c
Wild Instincts,398508,c
Divine Verdict,401453,c
Into the Void,401456,c
Weave Fate,401458,c
Flesh to Dust,401459,c
Mind Rot,401460,c
Plummet,401465,c
Akroma's Blessing,41162,o
Akroma's Vengeance,41168,o
Aura Extraction,35326,o
Chain of Silence,12446,o
Defensive Maneuvers,39822,o
Demystify,41152,o
Harsh Mercy,39614,o
Inspirit,41154,o
Oblation,39933,o
Piety Charm,39433,o
Renewed Faith,41153,o
Sunfire Balm,41144,o
Unified Strike,39427,o
Airborne Aid,39889,o
Artificial Evolution,39923,o
Backslide,26592,o
Blatant Thievery,41156,o
Chain of Vapor,12447,o
Choking Tethers,41161,o
Complicate,41146,o
Discombobulate,39442,o
Essence Fracture,41135,o
